,PUMA_GEOID,PUMA_NAME,CBSA_GEOID,CBSA_NAME,CBSA_POP
1042,4804503,Houston-Galveston Area Council--Montgomery County (South)--The Woodlands (North) PUMA,26420,"Houston-The Woodlands-Sugar Land, TX",6346653
1020,4804618,Houston City (Southeast)--West of Pasadena City & Outside Loop I-610 PUMA,26420,"Houston-The Woodlands-Sugar Land, TX",6346653
1030,4804620,Houston (Southeast) & Webster Cities PUMA,26420,"Houston-The Woodlands-Sugar Land, TX",6346653
1029,4804606,"Houston (East), Galena Park, Jacinto Cities & Cloverleaf PUMA",26420,"Houston-The Woodlands-Sugar Land, TX",6346653
1028,4804624,Harris County (Northeast)--Houston City (Far Northeast) PUMA,26420,"Houston-The Woodlands-Sugar Land, TX",6346653
1027,4804803,Houston-Galveston Area Council--Brazoria County (Southwest)--Lake Jackson City PUMA,26420,"Houston-The Woodlands-Sugar Land, TX",6346653
1033,4804802,Houston-Galveston Area Council--Brazoria County (Central)--Alvin City PUMA,26420,"Houston-The Woodlands-Sugar Land, TX",6346653
1026,4804701,"Galveston County (Central, South & East)--Galveston, Texas City & La Marque Cities PUMA",26420,"Houston-The Woodlands-Sugar Land, TX",6346653
1025,4804400,Houston-Galveston Area Council--Liberty & Chambers Counties PUMA,26420,"Houston-The Woodlands-Sugar Land, TX",6346653
1024,4804903,"Fort Bend County (Central)--Rosenberg City, Pecan Grove & New Territory PUMA",26420,"Houston-The Woodlands-Sugar Land, TX",6346653
1041,4804632,Harris County (Far Northwest)--Katy City (Northeast) PUMA,26420,"Houston-The Woodlands-Sugar Land, TX",6346653
1034,4804502,Houston-Galveston Area Council--Montgomery County (West)--Conroe City (West) PUMA,26420,"Houston-The Woodlands-Sugar Land, TX",6346653
1022,4804901,Fort Bend County (East)--Missouri City PUMA,26420,"Houston-The Woodlands-Sugar Land, TX",6346653
1021,4804619,Houston (Southeast) & South Houston Cities--Inside Beltway TX-8 PUMA,26420,"Houston-The Woodlands-Sugar Land, TX",6346653
1023,4804902,Fort Bend County (Northeast)--Sugar Land & Stafford Cities PUMA,26420,"Houston-The Woodlands-Sugar Land, TX",6346653
1019,4804602,Houston City (East Central)--East of I-45 & Inside Loop I-610 PUMA,26420,"Houston-The Woodlands-Sugar Land, TX",6346653
1017,4804504,Houston-Galveston Area Council--Montgomery County (Southeast) PUMA,26420,"Houston-The Woodlands-Sugar Land, TX",6346653
1016,4804501,Houston-Galveston Area Council--Montgomery County (Northeast)--Conroe City (East) PUMA,26420,"Houston-The Woodlands-Sugar Land, TX",6346653
1035,4804607,Houston City (Northeast)--Between Loop I-610 & Beltway TX-8 PUMA,26420,"Houston-The Woodlands-Sugar Land, TX",6346653
1036,4804601,Houston City (North Central)--North of I-10 & Inside Loop I-610 PUMA,26420,"Houston-The Woodlands-Sugar Land, TX",6346653
1037,4804608,Houston City (North) & Aldine--Between Loop I-610 & Beltway TX-8 PUMA,26420,"Houston-The Woodlands-Sugar Land, TX",6346653
1038,4804603,"Houston City (South Central)--South of US-59, West of I-45 & Inside Loop I-610 PUMA",26420,"Houston-The Woodlands-Sugar Land, TX",6346653
1018,4804625,"Harris County (North)--Houston (North), Humble Cities & Atascocita PUMA",26420,"Houston-The Woodlands-Sugar Land, TX",6346653
1040,4804904,"Fort Bend County (North)--Mission Bend (Southwest), Cinco Ranch & Four Corners PUMA",26420,"Houston-The Woodlands-Sugar Land, TX",6346653
1039,4804616,Houston City (Southwest)--Between Loop I-610 & Beltway TX-8 PUMA,26420,"Houston-The Woodlands-Sugar Land, TX",6346653
2187,4203204,Philadelphia City (North) PUMA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",6035680
2184,4203401,Chester County (North)--Phoenixville Borough PUMA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",6035680
2185,4203106,Montgomery County (South Central) PUMA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",6035680
2186,4203202,Philadelphia City (Near Northeast-West) PUMA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",6035680
2191,4203301,Delaware County (North)--Broomall & Ardmore (West) PUMA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",6035680
2188,4203206,Philadelphia City (Northwest) PUMA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",6035680
2189,4203103,Montgomery County (Southwest)--King of Prussia & Ardmore (East) PUMA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",6035680
2190,4203302,"Delaware County (East)--Yeadon, Darby, Lansdowne Boroughs & Drexel Hill PUMA",37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",6035680
2182,4203102,Montgomery County (Northeast)--Lansdale Borough PUMA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",6035680
2174,4203209,Philadelphia City (Center City) PUMA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",6035680
2183,4203105,"Montgomery County (Southeast)--Willow Grove, Horsham & Montgomeryville PUMA",37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",6035680
2173,4203205,Philadelphia City (East) PUMA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",6035680
2181,4203104,Montgomery County (Central)--Norristown Borough PUMA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",6035680
2161,3402201,Gloucester County (Northeast)--Woodbury City PUMA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",6035680
2150,1000104,"New Castle County (South)--Middletown Town, Bear & Glasgow PUMA",37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",6035680
2151,1000101,New Castle County (East Central)--Wilmington City PUMA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",6035680
2152,2400700,Cecil County PUMA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",6035680
2153,3402102,Camden County (Central)--Lindenwold & Collingswood Boroughs PUMA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",6035680
2154,3402104,Camden County (East Central)--Haddonfield Borough PUMA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",6035680
2155,3402002,Burlington County (West Central) PUMA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",6035680
2156,3402103,Camden County (South & West)--Bellmawr & Pine Hill Boroughs PUMA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",6035680
2157,3402003,Burlington County (South & East) PUMA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",6035680
2158,3402001,Burlington County (North)--Burlington City PUMA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",6035680
2159,3402500,Salem & Cumberland (North) Counties--Bridgeton City PUMA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",6035680
2160,3402202,Gloucester County (South & West)--Glassboro Borough PUMA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",6035680
2162,3402101,Camden County (North)--Camden & Gloucester Cities PUMA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",6035680
2180,4203101,Montgomery County (Northwest)--Pottstown Borough PUMA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",6035680
2163,4203207,Philadelphia City (Central) PUMA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",6035680
2164,4203402,Chester County (East Central)--West Chester Borough PUMA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",6035680
2165,4203208,Philadelphia City (West) PUMA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",6035680
2166,4203403,Chester County (West Central)--Coatesville City PUMA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",6035680
2167,4203001,Bucks County (North) PUMA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",6035680
2168,4203002,Bucks County (Central) PUMA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",6035680
2169,4203003,Bucks County (Southeast)--Levittown PUMA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",6035680
2170,4203004,Bucks County (Southwest) PUMA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",6035680
2171,4203201,Philadelphia City (Far Northeast) PUMA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",6035680
2172,4203203,Philadelphia City (Near Northeast-East) PUMA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",6035680
2175,4203211,Philadelphia City (Southeast) PUMA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",6035680
2149,1000102,New Castle County (North)--Hockessin PUMA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",6035680
2148,1000103,New Castle County (West Central)--Newark City & Brookside PUMA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",6035680
2177,4203303,Delaware County (Southeast)--Chester City PUMA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",6035680
2179,4203404,Chester County (South) PUMA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",6035680
2176,4203210,Philadelphia City (Southwest) PUMA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",6035680
2178,4203304,Delaware County (West) PUMA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",6035680
3077,5159303,Fairfax County (Central) & Fairfax City--Burke PUMA,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",5949403
3084,5151255,Alexandria City PUMA,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",5949403
3083,5101302,Arlington County (South) PUMA,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",5949403
3082,5101301,Arlington County (North) PUMA,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",5949403
3081,5159308,Fairfax County (Northeast)--McLean & Idylwood PUMA,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",5949403
3080,5110701,Loudoun County (Northeast)--Sterling & Ashburn (Northeast/Ashburn Village) PUMA,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",5949403
3079,5110702,Loudoun County (East Central)--Ashburn (Southwest/Belmont Ridge) & Dulles Airport PUMA,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",5949403
3078,5110703,Loudoun County (West & South)--Leesburg Town PUMA,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",5949403
3108,5151115,George Washington Regional Commission (North) PUMA,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",5949403
3105,5159302,"Fairfax County (Southeast)--Woodlawn, Rose Hill & Mount Vernon PUMA",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",5949403
3106,5159304,Fairfax County (Southwest)--Centreville (Southeast) & Lorton PUMA,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",5949403
3034,2401106,"Prince George's County (South)--Clinton, Fort Washington (South), Rosaryville & Croom PUMA",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",5949403
3035,2401107,"Prince George's County (Southwest)--Oxon Hill, Hillcrest Heights & Temple Hills PUMA",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",5949403
3036,2401104,"Prince George's County (Central)--Seat Pleasant City, Capitol Heights Town & Landover PUMA",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",5949403
3044,2400302,Frederick County (Central)--Greater Frederick City PUMA,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",5949403
3107,5151246,"Prince William County (Southeast)--Dale City, Lake Ridge & Woodbridge PUMA",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",5949403
3043,2401003,"Montgomery County (Central)--Rockville, Gaithersburg Cities & North Potomac PUMA",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",5949403
3042,2401005,"Montgomery County (East Central)--Wheaton, Aspen Hill & Glenmont PUMA",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",5949403
3041,2401001,"Montgomery County (North & West)--Olney, Damascus, Clarksburg & Darnestown PUMA",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",5949403
3040,2401004,"Montgomery County (South)--Bethesda, Potomac & North Bethesda PUMA",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",5949403
3039,2401007,Montgomery County (Southeast)--Takoma Park City & Silver Spring PUMA,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",5949403
3076,5159301,"Fairfax County (East Central)--Annandale, West Falls Church & Bailey's Crossroads PUMA",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",5949403
3070,5151244,Prince William County (North & West)--Linton Hall & Gainesville PUMA,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",5949403
3069,5151087,Rappahannock-Rapidan Regional Commission PUMA,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",5949403
3072,5159305,"Fairfax County (North Central)--Vienna Town, Oakton & Fair Oaks (East) PUMA",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",5949403
3055,5159309,Fairfax County (West Central)--Centreville (North & West) & Chantilly (South & West) PUMA,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",5949403
3054,5151245,"Manassas, Manassas Park Cities & Prince William County (Central)--Buckhall & Sudley PUMA",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",5949403
3053,5159306,"Fairfax County (South Central)--Springfield (South), West Springfield & Franconia PUMA",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",5949403
3051,5159307,Fairfax County (Northwest)--Reston (North) & Franklin Farm PUMA,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",5949403
3048,2401006,"Montgomery County (East)--Fairland, Calverton, White Oak & Burtonsville PUMA",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",5949403
3047,2401102,"Prince George's County (North)--Laurel, Greenbelt (North & East) Cities & Beltsville PUMA",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",5949403
3046,2401105,"Prince George's County (East)--Bowie City, Kettering, Largo, Mitchellville & Lanham PUMA",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",5949403
3045,2401002,Montgomery County (West Central)--Germantown & Montgomery Village PUMA,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",5949403
3027,1100101,District of Columbia (West) PUMA,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",5949403
3028,1100102,District of Columbia (North) PUMA,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",5949403
3029,1100103,District of Columbia (Northeast) PUMA,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",5949403
3030,1100104,District of Columbia (East) PUMA,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",5949403
3031,1100105,District of Columbia (Central) PUMA,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",5949403
3032,2400301,Frederick County (Outside Greater Frederick City) PUMA,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",5949403
3037,2401103,Prince George's County (Northwest)--New Carrollton & Hyattsville (Southeast) Cities PUMA,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",5949403
3033,2401600,Charles County--La Plata Town & Waldorf PUMA,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",5949403
3038,2401101,Prince George's County (Northwest)--College Park City & Langley Park PUMA,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",5949403
1464,1208605,Miami-Dade County--North Miami City (Southwest) & Golden Glades (West) PUMA,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",5861000
1453,1208603,Miami-Dade County (Northeast)--Greater North Miami Beach City (West) PUMA,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",5861000
1468,1208619,Miami-Dade County (Central)--Kendale Lakes (Southwest) & Kendall West (South) PUMA,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",5861000
1443,1208609,Miami-Dade County (Northeast)--Hialeah City (South Central) PUMA,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",5861000
1444,1208607,Miami-Dade County (Northeast)--Hialeah City (North Central) PUMA,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",5861000
1445,1208602,Miami-Dade County (North Central)--Miami Gardens City (North & West) PUMA,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",5861000
1446,1209904,Palm Beach County (East)--Greenacres City (North) & Palm Springs Village (North) PUMA,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",5861000
1447,1209909,Palm Beach County (West of Boca Raton City) PUMA,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",5861000
1448,1208615,Miami-Dade County (East Central)--Miami City (West) PUMA,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",5861000
1449,1208620,"Miami-Dade County (East Central)--Kendall (North), Sunset & Westwood Lakes PUMA",33100,"Miami-Fort Lauderdale-West Palm Beach, FL",5861000
1450,1201110,Broward County (Central)--Davie Town & Cooper City PUMA,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",5861000
1451,1208618,Miami-Dade County (North Central)--Tamiami Trail Region (South)--Tamiami PUMA,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",5861000
1452,1208608,"Miami-Dade County (North Central)--Doral, Sweetwater Cities & Fontainebleau PUMA",33100,"Miami-Fort Lauderdale-West Palm Beach, FL",5861000
1467,1208621,"Miami-Dade County (Central)--The Hammocks (West), Richmond West (West) & Country Walk PUMA",33100,"Miami-Fort Lauderdale-West Palm Beach, FL",5861000
1455,1208613,Miami-Dade County (Northeast Central)--Miami City (Downtown) PUMA,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",5861000
1466,1208622,Miami-Dade County (Southwest)--South Miami Heights PUMA,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",5861000
1465,1208617,"Miami-Dade County (East Central)--South Miami City, Westchester & Coral Terrace PUMA",33100,"Miami-Fort Lauderdale-West Palm Beach, FL",5861000
1454,1208611,Miami-Dade County (Northeast Central)--Miami City (North) PUMA,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",5861000
1463,1209911,Palm Beach County (West)--Glades & Western Communities PUMA,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",5861000
1462,1201105,"Broward County (Central)--Tamarac, Oakland Park & North Lauderdale Cities PUMA",33100,"Miami-Fort Lauderdale-West Palm Beach, FL",5861000
1461,1201106,Broward County (Central)--Plantation & Sunrise Cities PUMA,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",5861000
1460,1201111,"Broward County--Weston, Pembroke Pines (Northwest) Cities & Southwest Ranches Town PUMA",33100,"Miami-Fort Lauderdale-West Palm Beach, FL",5861000
1459,1201112,Broward County (South Central)--Miramar (West) & Pembroke Pines (Southwest) Cities PUMA,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",5861000
1458,1208601,Miami-Dade County (North Central)--Greater Miami Lakes Town PUMA,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",5861000
1457,1201101,Broward County (West)--Coral Springs & Parkland Cities PUMA,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",5861000
1442,1208610,Miami-Dade County (Central)--Miami Springs City & Miami International Airport PUMA,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",5861000
1441,1208606,"Miami-Dade County (Northeast)--Opa-Locka City, West Little River & Westview PUMA",33100,"Miami-Fort Lauderdale-West Palm Beach, FL",5861000
1440,1209910,Palm Beach County (Central)--Wellington Village & Agricultural Reserve PUMA,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",5861000
1439,1201102,Broward County (North Central)--Margate & Coconut Creek Cities PUMA,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",5861000
1420,1209902,Palm Beach County (Northeast)--Palm Beach Gardens & Riviera Beach Cities PUMA,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",5861000
1421,1201109,Broward County (Southeast)--Hollywood (North) & Dania Beach (South) Cities PUMA,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",5861000
1422,1209906,Palm Beach County (East Central)--Greater Boynton Beach City (North) PUMA,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",5861000
1423,1209907,Palm Beach County (Southeast)--Greater Delray Beach City PUMA,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",5861000
1424,1209908,Palm Beach County (Southeast)--Boca Raton City & Highland Beach Town PUMA,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",5861000
1425,1201103,"Broward County--Deerfield, Pompano Beach (North) & Lighthouse Point Cities PUMA",33100,"Miami-Fort Lauderdale-West Palm Beach, FL",5861000
1426,1201104,Broward County--Pompano Beach (South) & Fort Lauderdale (Northeast) Cities PUMA,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",5861000
1427,1201108,Broward County (East Central)--Fort Lauderdale City (Central) PUMA,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",5861000
1428,1201113,Broward County (Southeast)--Hollywood (South) & Pembroke Pines (East) Cities PUMA,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",5861000
1429,1201114,"Broward County (Southeast)--Miramar (East), Hallandale Beach & West Park Cities PUMA",33100,"Miami-Fort Lauderdale-West Palm Beach, FL",5861000
1430,1208604,Miami-Dade County (Northeast)--Aventura City & Surfside Town PUMA,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",5861000
1431,1208612,Miami-Dade County (Northeast)--Miami Beach City & Miami Shores Village PUMA,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",5861000
1432,1209901,Palm Beach County (Northeast) PUMA,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",5861000
1433,1209903,Palm Beach County (East)--West Palm Beach City (Southeast) & Palm Beach Town PUMA,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",5861000
1434,1209905,"Palm Beach County (East Central)--Lake Worth City, Lantana Town & Atlantis City PUMA",33100,"Miami-Fort Lauderdale-West Palm Beach, FL",5861000
1435,1208614,Miami-Dade County (East)--Miami City (East) & Key Biscayne Village PUMA,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",5861000
1436,1208616,"Miami-Dade County (East)--Coral Gables City, Pinecrest Village & Kendall (South) PUMA",33100,"Miami-Fort Lauderdale-West Palm Beach, FL",5861000
1437,1208623,Miami-Dade County (Southeast)--Cutler Bay Town & Palmetto Bay Village PUMA,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",5861000
1438,1201107,Broward County (Central)--Lauderhill & Lauderdale Lakes Cities PUMA,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",5861000
1456,1208624,Miami-Dade County (South)--Homestead City (North) & Florida City (North) PUMA,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",5861000
98,1304003,Atlanta Regional Commission--Gwinnett County (Central)--Lawrenceville City PUMA,12060,"Atlanta-Sandy Springs-Roswell, GA",5535837
85,1302100,Three Rivers Regional Commission (North Central)--Coweta County PUMA,12060,"Atlanta-Sandy Springs-Roswell, GA",5535837
84,1302300,Three Rivers Regional Commission (Northwest)--Carroll County PUMA,12060,"Atlanta-Sandy Springs-Roswell, GA",5535837
99,1301008,Atlanta Regional Commission (Central)--DeKalb County (South) PUMA,12060,"Atlanta-Sandy Springs-Roswell, GA",5535837
108,1301900,Three Rivers Regional Commission (East) PUMA,12060,"Atlanta-Sandy Springs-Roswell, GA",5535837
116,1305001,Atlanta Regional Commission (South Central)--Clayton County (South) PUMA,12060,"Atlanta-Sandy Springs-Roswell, GA",5535837
114,1301003,Atlanta Regional Commission (Central)--Fulton County (Central)--Atlanta City (South) PUMA,12060,"Atlanta-Sandy Springs-Roswell, GA",5535837
112,1303300,Georgia Mountains Regional Commission (Southwest)--Forsyth County PUMA,12060,"Atlanta-Sandy Springs-Roswell, GA",5535837
111,1303102,Atlanta Regional Commission--Cherokee County (Outside Woodstock & Canton Cities) PUMA,12060,"Atlanta-Sandy Springs-Roswell, GA",5535837
110,1304400,Atlanta Regional Commission (Southwest)--Douglas County PUMA,12060,"Atlanta-Sandy Springs-Roswell, GA",5535837
109,1302400,Atlanta Regional Commission (South Central)--Fayette County PUMA,12060,"Atlanta-Sandy Springs-Roswell, GA",5535837
86,1301004,Atlanta Regional Commission (Central)--Fulton County (South)--Union & Fairburn Cities PUMA,12060,"Atlanta-Sandy Springs-Roswell, GA",5535837
107,1301001,Atlanta Regional Commission (Central)--Fulton County (North)--Sandy Springs City PUMA,12060,"Atlanta-Sandy Springs-Roswell, GA",5535837
106,1302002,Atlanta Regional Commission--DeKalb County--Decatur & Avondale Estates Cities PUMA,12060,"Atlanta-Sandy Springs-Roswell, GA",5535837
105,1302001,Atlanta Regional Commission (Central)--DeKalb County (East Central)--Redan PUMA,12060,"Atlanta-Sandy Springs-Roswell, GA",5535837
104,1301002,Atlanta Regional Commission (Central)--Fulton County (Northeast)--Johns Creek City PUMA,12060,"Atlanta-Sandy Springs-Roswell, GA",5535837
103,1301006,Atlanta Regional Commission (Central)--Fulton County (Central)--Atlanta City (North) PUMA,12060,"Atlanta-Sandy Springs-Roswell, GA",5535837
102,1304005,Atlanta Regional Commission (Northeast)--Gwinnett County (South)--Snellville City PUMA,12060,"Atlanta-Sandy Springs-Roswell, GA",5535837
101,1303001,Atlanta Regional Commission (Northwest)--Cobb County (Central)--Marietta City PUMA,12060,"Atlanta-Sandy Springs-Roswell, GA",5535837
100,1301007,Atlanta Regional Commission (Central)--Fulton County (East)--Atlanta City (Southeast) PUMA,12060,"Atlanta-Sandy Springs-Roswell, GA",5535837
97,1304002,Atlanta Regional Commission (Northeast)--Gwinnett County (North)--Sugar Hill City PUMA,12060,"Atlanta-Sandy Springs-Roswell, GA",5535837
115,1303101,Atlanta Regional Commission--Cherokee County (Central)--Woodstock & Canton Cities PUMA,12060,"Atlanta-Sandy Springs-Roswell, GA",5535837
113,1303900,"Northeast Georgia Regional Commission (Southwest)--Walton, Morgan & Jasper Counties PUMA",12060,"Atlanta-Sandy Springs-Roswell, GA",5535837
117,1305002,Atlanta Regional Commission (South Central)--Clayton County (North)--Forest Park City PUMA,12060,"Atlanta-Sandy Springs-Roswell, GA",5535837
94,1304004,Atlanta Regional Commission (Northeast)--Gwinnett County (East) PUMA,12060,"Atlanta-Sandy Springs-Roswell, GA",5535837
87,1304500,Northwest Georgia Regional Commission (Southeast)--Paulding County PUMA,12060,"Atlanta-Sandy Springs-Roswell, GA",5535837
88,1302900,Northwest Georgia Regional Commission (East Central)--Bartow County PUMA,12060,"Atlanta-Sandy Springs-Roswell, GA",5535837
89,1304001,Atlanta Regional Commission (Northeast)--Gwinnett County (West Central)--Duluth City PUMA,12060,"Atlanta-Sandy Springs-Roswell, GA",5535837
90,1304006,Atlanta Regional Commission (Northeast)--Gwinnett County (Southwest)--Lilburn City PUMA,12060,"Atlanta-Sandy Springs-Roswell, GA",5535837
91,1302003,Atlanta Regional Commission (Central)--DeKalb County (Northeast)--Tucker PUMA,12060,"Atlanta-Sandy Springs-Roswell, GA",5535837
118,1303004,Atlanta Regional Commission (Northwest)--Cobb County (Southeast)--Smyrna City PUMA,12060,"Atlanta-Sandy Springs-Roswell, GA",5535837
93,1301005,Atlanta Regional Commission (Central)--Fulton County (Northwest)--Roswell City PUMA,12060,"Atlanta-Sandy Springs-Roswell, GA",5535837
92,1302004,Atlanta Regional Commission--DeKalb County (North)--Dunwoody City PUMA,12060,"Atlanta-Sandy Springs-Roswell, GA",5535837
95,1306002,Atlanta Regional Commission (Southeast)--Henry County (North)--Stockbridge City PUMA,12060,"Atlanta-Sandy Springs-Roswell, GA",5535837
96,1303005,Atlanta Regional Commission (Northwest)--Cobb County (Northeast) PUMA,12060,"Atlanta-Sandy Springs-Roswell, GA",5535837
123,1304600,Atlanta Regional Commission--Fulton County (Central)--Atlanta City (Central) PUMA,12060,"Atlanta-Sandy Springs-Roswell, GA",5535837
